24 32
--------------------------------
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
|0000000000000|0000000000000000|
--------------------------------
